constituency,polling_booth,votes_cast,turnout_percentage,NOTA_votes,timestamp
Chennai-2,C0038-B003,840,62.3,40,2024-05-13T11:44:00
Chennai-2,C0038-B004,821,73.12,16,2024-05-13T08:20:00
Chennai-2,C0038-B005,429,63.22,17,2024-05-13T12:26:00
Chennai-2,C0038-B006,845,72.42,37,2024-05-13T12:52:00
Chennai-2,C0038-B007,862,65.01,23,2024-05-13T15:24:00
Chennai-2,C0038-B008,642,66.27,18,2024-05-13T10:38:00
Chennai-2,C0038-B009,1052,62.15,11,2024-05-13T13:44:00
Chennai-2,C0038-B010,763,66.9,20,2024-05-13T17:29:00
Chennai-2,C0038-B011,698,70.46,20,2024-05-13T11:25:00
Chennai-2,C0038-B012,869,71.83,28,2024-05-13T08:09:00
Chennai-2,C0038-B013,764,73.12,5,2024-05-13T14:45:00
Chennai-2,C0038-B014,824,76.74,30,2024-05-13T13:55:00
Chennai-2,C0038-B015,560,69.88,30,2024-05-13T16:54:00
Chennai-2,C0038-B016,1085,79.4,64,2024-05-13T12:11:00
Chennai-2,C0038-B017,677,57.8,6,2024-05-13T16:51:00
Chennai-2,C0038-B018,746,75.26,29,2024-05-13T11:30:00
Chennai-2,C0038-B019,856,67.47,30,2024-05-13T13:42:00
Chennai-2,C0038-B020,645,60.2,10,2024-05-13T14:16:00
Chennai-2,C0038-B021,506,50.46,20,2024-05-13T16:34:00
Chennai-2,C0038-B022,886,66.19,41,2024-05-13T08:32:00
Chennai-2,C0038-B023,375,66.76,21,2024-05-13T16:37:00
Chennai-2,C0038-B024,552,63.9,11,2024-05-13T13:45:00
Chennai-2,C0038-B025,655,56.16,33,2024-05-13T12:46:00
Chennai-2,C0038-B026,1039,76.37,47,2024-05-13T09:25:00
Chennai-2,C0038-B027,723,67.34,21,2024-05-13T15:18:00
Chennai-2,C0038-B028,503,67.74,27,2024-05-13T12:13:00
Chennai-2,C0038-B029,1107,81.69,28,2024-05-13T17:16:00
Chennai-2,C0038-B030,828,56.53,29,2024-05-13T12:10:00
Chennai-2,C0038-B031,860,65.17,32,2024-05-13T08:31:00
Chennai-2,C0038-B032,604,69.02,6,2024-05-13T16:59:00
Chennai-2,C0038-B033,627,63.56,3,2024-05-13T15:29:00
Chennai-2,C0038-B034,824,68.95,17,2024-05-13T12:14:00
Chennai-2,C0038-B035,756,84.08,22,2024-05-13T10:16:00
Chennai-3,C0039-B001,715,55.95,6,2024-05-13T17:30:00
Chennai-3,C0039-B002,595,52.56,34,2024-05-13T12:15:00
Chennai-3,C0039-B003,483,57.05,14,2024-05-13T08:49:00
Chennai-3,C0039-B004,791,69.39,31,2024-05-13T12:55:00
Chennai-3,C0039-B005,597,52.86,12,2024-05-13T17:20:00
Chennai-3,C0039-B006,473,52.27,2,2024-05-13T09:39:00
Chennai-3,C0039-B007,597,53.77,32,2024-05-13T14:37:00
Chennai-3,C0039-B008,466,49.97,6,2024-05-13T13:58:00
Chennai-3,C0039-B009,569,47.62,21,2024-05-13T11:00:00
Chennai-3,C0039-B010,635,58.66,11,2024-05-13T09:08:00
Chennai-3,C0039-B011,589,62.42,20,2024-05-13T11:58:00
Chennai-3,C0039-B012,608,59.15,17,2024-05-13T13:40:00
Chennai-3,C0039-B013,497,56.14,20,2024-05-13T09:00:00
Chennai-3,C0039-B014,798,57.96,6,2024-05-13T11:29:00
Chennai-3,C0039-B015,654,52.38,25,2024-05-13T13:27:00
Chennai-3,C0039-B016,887,53.73,27,2024-05-13T14:40:00
Chennai-3,C0039-B017,526,54.46,2,2024-05-13T10:18:00
Chennai-3,C0039-B018,519,53.74,29,2024-05-13T12:31:00
Chennai-3,C0039-B019,645,48.64,6,2024-05-13T09:25:00
Chennai-3,C0039-B020,537,60.11,25,2024-05-13T10:43:00
Chennai-3,C0039-B021,739,69.42,17,2024-05-13T11:29:00
Chennai-3,C0039-B022,571,55.55,13,2024-05-13T16:12:00
Chennai-3,C0039-B023,595,57.11,15,2024-05-13T15:32:00
Chennai-3,C0039-B024,747,54.24,8,2024-05-13T16:09:00
Chennai-3,C0039-B025,771,59.11,33,2024-05-13T09:13:00
Chennai-3,C0039-B026,541,57.01,31,2024-05-13T08:24:00
Chennai-3,C0039-B027,561,56.23,31,2024-05-13T16:22:00
Chennai-3,C0039-B028,565,56.29,14,2024-05-13T09:48:00
Chennai-3,C0039-B029,614,55.02,33,2024-05-13T14:09:00
Chennai-3,C0039-B030,627,58.15,33,2024-05-13T10:12:00
Chennai-3,C0039-B031,705,60.92,37,2024-05-13T17:18:00
Chennai-3,C0039-B032,352,60.61,13,2024-05-13T15:43:00
Chennai-3,C0039-B033,838,56.34,10,2024-05-13T15:57:00
Chennai-3,C0039-B034,621,58.19,6,2024-05-13T12:34:00
Chennai-3,C0039-B035,657,57.89,16,2024-05-13T07:43:00
Chennai-4,C0040-B001,782,63.19,43,2024-05-13T10:20:00
Chennai-4,C0040-B002,739,65.95,41,2024-05-13T11:07:00
Chennai-4,C0040-B003,557,75.48,18,2024-05-13T14:38:00
Chennai-4,C0040-B004,711,73.05,6,2024-05-13T16:24:00
Chennai-4,C0040-B005,903,67.92,34,2024-05-13T08:40:00
Chennai-4,C0040-B006,701,68.03,15,2024-05-13T12:39:00
Chennai-4,C0040-B007,973,72.12,37,2024-05-13T11:31:00
Chennai-4,C0040-B008,769,74.25,13,2024-05-13T07:03:00
Chennai-4,C0040-B009,749,70.54,39,2024-05-13T07:50:00
Chennai-4,C0040-B010,855,79.52,17,2024-05-13T14:53:00
Chennai-4,C0040-B011,832,66.5,42,2024-05-13T11:37:00
Chennai-4,C0040-B012,634,64.74,30,2024-05-13T11:45:00
Chennai-4,C0040-B013,1023,75.72,22,2024-05-13T10:31:00
Chennai-4,C0040-B014,772,68.06,43,2024-05-13T09:26:00
Chennai-4,C0040-B015,835,86.7,14,2024-05-13T07:53:00
Chennai-4,C0040-B016,1018,76.53,44,2024-05-13T13:07:00
Chennai-4,C0040-B017,523,78.67,16,2024-05-13T10:53:00
Chennai-4,C0040-B018,612,58.63,22,2024-05-13T14:13:00
Chennai-4,C0040-B019,768,71.91,14,2024-05-13T14:21:00
Chennai-4,C0040-B020,783,72.49,35,2024-05-13T12:02:00
Chennai-4,C0040-B021,1067,72.85,56,2024-05-13T10:55:00
Chennai-4,C0040-B022,1024,74.25,39,2024-05-13T16:20:00
Chennai-4,C0040-B023,886,68.29,49,2024-05-13T14:41:00
Chennai-4,C0040-B024,1229,74.76,15,2024-05-13T13:30:00
Chennai-4,C0040-B025,856,73.15,36,2024-05-13T10:55:00
Chennai-4,C0040-B026,789,70.57,14,2024-05-13T16:37:00
Chennai-4,C0040-B027,705,61.7,18,2024-05-13T17:28:00
Chennai-4,C0040-B028,491,57.97,17,2024-05-13T08:38:00
Chennai-4,C0040-B029,737,76.03,36,2024-05-13T17:23:00
Chennai-4,C0040-B030,754,70.65,35,2024-05-13T13:19:00
Chennai-4,C0040-B031,838,70.48,21,2024-05-13T14:50:00
Chennai-4,C0040-B032,463,64.03,6,2024-05-13T07:15:00
Chennai-4,C0040-B033,906,74.09,53,2024-05-13T10:48:00
Chennai-4,C0040-B034,940,73.51,9,2024-05-13T16:28:00
Chennai-4,C0040-B035,783,77.11,25,2024-05-13T12:51:00
Coimbatore-1,C0041-B001,703,64.91,24,2024-05-13T11:29:00
Coimbatore-1,C0041-B002,746,65.22,44,2024-05-13T10:37:00
Coimbatore-1,C0041-B003,923,64.88,24,2024-05-13T16:57:00
Coimbatore-1,C0041-B004,1070,69.02,61,2024-05-13T15:44:00
Coimbatore-1,C0041-B005,643,63.07,14,2024-05-13T14:42:00
Coimbatore-1,C0041-B006,811,65.66,38,2024-05-13T10:59:00
Coimbatore-1,C0041-B007,730,64.34,25,2024-05-13T10:12:00
Coimbatore-1,C0041-B008,544,64.94,3,2024-05-13T11:46:00
Coimbatore-1,C0041-B009,993,68.16,28,2024-05-13T15:12:00
Coimbatore-1,C0041-B010,942,66.58,5,2024-05-13T14:56:00
Coimbatore-1,C0041-B011,583,68.33,30,2024-05-13T15:31:00
Coimbatore-1,C0041-B012,777,57.18,27,2024-05-13T08:47:00
Coimbatore-1,C0041-B013,712,61.18,42,2024-05-13T15:26:00
Coimbatore-1,C0041-B014,1041,83.38,6,2024-05-13T14:22:00
Coimbatore-1,C0041-B015,817,63.0,42,2024-05-13T07:14:00
Coimbatore-1,C0041-B016,543,64.32,27,2024-05-13T10:24:00
Coimbatore-1,C0041-B017,893,73.58,37,2024-05-13T09:46:00
Coimbatore-1,C0041-B018,746,61.74,17,2024-05-13T12:52:00
Coimbatore-1,C0041-B019,741,68.38,7,2024-05-13T16:16:00
Coimbatore-1,C0041-B020,678,59.97,38,2024-05-13T13:05:00
Coimbatore-1,C0041-B021,744,67.16,4,2024-05-13T14:57:00
Coimbatore-1,C0041-B022,666,56.36,27,2024-05-13T17:53:00
Coimbatore-1,C0041-B023,590,71.21,23,2024-05-13T13:41:00
Coimbatore-1,C0041-B024,844,69.64,10,2024-05-13T09:55:00
Coimbatore-1,C0041-B025,735,68.86,41,2024-05-13T09:29:00
Coimbatore-1,C0041-B026,813,57.63,44,2024-05-13T17:04:00
Coimbatore-1,C0041-B027,598,68.21,26,2024-05-13T14:16:00
Coimbatore-1,C0041-B028,638,64.53,18,2024-05-13T14:20:00
Coimbatore-1,C0041-B029,644,68.52,17,2024-05-13T15:24:00
Coimbatore-1,C0041-B030,414,55.45,18,2024-05-13T17:22:00
Coimbatore-1,C0041-B031,823,58.58,31,2024-05-13T08:12:00
Coimbatore-1,C0041-B032,717,64.71,24,2024-05-13T16:38:00
Coimbatore-1,C0041-B033,540,60.38,28,2024-05-13T08:52:00
Coimbatore-1,C0041-B034,768,62.79,23,2024-05-13T10:51:00
Coimbatore-1,C0041-B035,719,63.25,31,2024-05-13T16:52:00
Coimbatore-2,C0042-B001,641,59.88,4,2024-05-13T11:08:00
Coimbatore-2,C0042-B002,488,54.73,10,2024-05-13T13:44:00
Coimbatore-2,C0042-B003,823,70.64,34,2024-05-13T09:14:00
Coimbatore-2,C0042-B004,556,55.79,5,2024-05-13T13:11:00
Coimbatore-2,C0042-B005,622,66.82,12,2024-05-13T13:38:00
Coimbatore-2,C0042-B006,947,73.35,17,2024-05-13T17:37:00
Coimbatore-2,C0042-B007,785,67.63,44,2024-05-13T10:45:00
Coimbatore-2,C0042-B008,1042,71.31,23,2024-05-13T13:05:00
Coimbatore-2,C0042-B009,687,64.17,28,2024-05-13T09:21:00
Coimbatore-2,C0042-B010,551,69.41,6,2024-05-13T07:15:00
Coimbatore-2,C0042-B011,763,67.05,8,2024-05-13T12:35:00
Coimbatore-2,C0042-B012,984,70.5,29,2024-05-13T10:55:00
Coimbatore-2,C0042-B013,1342,89.18,23,2024-05-13T07:30:00
Coimbatore-2,C0042-B014,561,81.23,6,2024-05-13T16:12:00
Coimbatore-2,C0042-B015,772,67.72,41,2024-05-13T15:01:00
Coimbatore-2,C0042-B016,759,61.27,11,2024-05-13T16:27:00
Coimbatore-2,C0042-B017,652,63.87,16,2024-05-13T16:35:00
Coimbatore-2,C0042-B018,696,67.43,36,2024-05-13T11:19:00
Coimbatore-2,C0042-B019,541,71.19,26,2024-05-13T08:28:00
Coimbatore-2,C0042-B020,794,69.07,29,2024-05-13T15:27:00
Coimbatore-2,C0042-B021,917,65.88,16,2024-05-13T15:01:00
Coimbatore-2,C0042-B022,685,71.47,19,2024-05-13T17:05:00
Coimbatore-2,C0042-B023,991,67.62,17,2024-05-13T09:11:00
Coimbatore-2,C0042-B024,1001,70.86,42,2024-05-13T10:06:00
Coimbatore-2,C0042-B025,767,68.44,4,2024-05-13T08:52:00
Coimbatore-2,C0042-B026,891,73.69,16,2024-05-13T15:23:00
Coimbatore-2,C0042-B027,473,70.52,6,2024-05-13T11:58:00
Coimbatore-2,C0042-B028,657,63.2,24,2024-05-13T09:06:00
Coimbatore-2,C0042-B029,661,58.44,7,2024-05-13T11:35:00
Coimbatore-2,C0042-B030,615,67.79,13,2024-05-13T17:10:00
Coimbatore-2,C0042-B031,1006,69.27,43,2024-05-13T09:51:00
Coimbatore-2,C0042-B032,996,88.61,24,2024-05-13T08:06:00
Coimbatore-2,C0042-B033,716,68.47,11,2024-05-13T13:54:00
Coimbatore-2,C0042-B034,947,88.84,31,2024-05-13T12:27:00
Coimbatore-2,C0042-B035,691,59.39,14,2024-05-13T12:59:00
Coimbatore-3,C0043-B001,559,53.92,29,2024-05-13T08:55:00
Coimbatore-3,C0043-B002,646,59.66,38,2024-05-13T08:06:00
Coimbatore-3,C0043-B003,719,58.51,37,2024-05-13T09:36:00
Coimbatore-3,C0043-B004,453,58.72,19,2024-05-13T07:21:00
Coimbatore-3,C0043-B005,562,64.46,29,2024-05-13T07:38:00
Coimbatore-3,C0043-B006,564,62.53,21,2024-05-13T14:59:00
Coimbatore-3,C0043-B007,733,62.15,19,2024-05-13T13:08:00
Coimbatore-3,C0043-B008,661,64.51,15,2024-05-13T11:24:00
Coimbatore-3,C0043-B009,693,55.24,14,2024-05-13T11:34:00
Coimbatore-3,C0043-B010,924,59.74,7,2024-05-13T11:23:00
Coimbatore-3,C0043-B011,796,67.82,18,2024-05-13T12:58:00
Coimbatore-3,C0043-B012,582,70.83,4,2024-05-13T13:34:00
Coimbatore-3,C0043-B013,888,62.94,35,2024-05-13T11:07:00
Coimbatore-3,C0043-B014,722,57.06,30,2024-05-13T07:11:00
Coimbatore-3,C0043-B015,694,61.65,32,2024-05-13T08:12:00
Coimbatore-3,C0043-B016,977,64.94,57,2024-05-13T07:55:00
Coimbatore-3,C0043-B017,540,52.02,27,2024-05-13T16:58:00
Coimbatore-3,C0043-B018,814,56.0,41,2024-05-13T08:20:00
Coimbatore-3,C0043-B019,341,70.77,9,2024-05-13T12:36:00
Coimbatore-3,C0043-B020,870,70.6,12,2024-05-13T14:57:00
Coimbatore-3,C0043-B021,892,68.11,32,2024-05-13T16:28:00
Coimbatore-3,C0043-B022,567,74.28,29,2024-05-13T11:45:00
Coimbatore-3,C0043-B023,585,65.73,27,2024-05-13T10:02:00
Coimbatore-3,C0043-B024,625,59.81,29,2024-05-13T08:40:00
Coimbatore-3,C0043-B025,667,57.94,33,2024-05-13T08:11:00
Coimbatore-3,C0043-B026,725,62.12,29,2024-05-13T14:18:00
Coimbatore-3,C0043-B027,642,62.15,34,2024-05-13T10:41:00
Coimbatore-3,C0043-B028,786,67.83,26,2024-05-13T08:26:00
Coimbatore-3,C0043-B029,517,61.22,26,2024-05-13T17:26:00
Coimbatore-3,C0043-B030,1019,74.13,24,2024-05-13T08:50:00
Coimbatore-3,C0043-B031,737,57.72,13,2024-05-13T09:16:00
Coimbatore-3,C0043-B032,785,73.94,43,2024-05-13T08:32:00
Coimbatore-3,C0043-B033,622,59.59,4,2024-05-13T08:16:00
Coimbatore-3,C0043-B034,640,59.33,15,2024-05-13T11:36:00
Coimbatore-3,C0043-B035,650,56.3,34,2024-05-13T10:30:00
Coimbatore-4,C0044-B001,1010,71.65,31,2024-05-13T11:24:00
Coimbatore-4,C0044-B002,1096,79.47,49,2024-05-13T09:57:00
Coimbatore-4,C0044-B003,441,61.02,2,2024-05-13T15:57:00
Coimbatore-4,C0044-B004,706,62.53,10,2024-05-13T16:47:00
Coimbatore-4,C0044-B005,534,59.69,27,2024-05-13T17:59:00
Coimbatore-4,C0044-B006,845,67.99,20,2024-05-13T13:19:00
Coimbatore-4,C0044-B007,705,69.9,12,2024-05-13T16:57:00
Coimbatore-4,C0044-B008,546,62.69,21,2024-05-13T12:52:00
Coimbatore-4,C0044-B009,611,63.53,19,2024-05-13T09:58:00
Coimbatore-4,C0044-B010,844,77.72,38,2024-05-13T10:37:00
Coimbatore-4,C0044-B011,495,67.65,23,2024-05-13T17:12:00
Coimbatore-4,C0044-B012,415,63.74,23,2024-05-13T16:54:00
Coimbatore-4,C0044-B013,560,65.45,6,2024-05-13T10:48:00
Coimbatore-4,C0044-B014,762,67.42,45,2024-05-13T11:07:00
Coimbatore-4,C0044-B015,914,62.27,14,2024-05-13T11:25:00
Coimbatore-4,C0044-B016,786,61.24,17,2024-05-13T08:19:00
Coimbatore-4,C0044-B017,882,84.57,32,2024-05-13T11:30:00
Coimbatore-4,C0044-B018,746,63.25,7,2024-05-13T14:48:00
Coimbatore-4,C0044-B019,436,64.51,12,2024-05-13T14:47:00
Coimbatore-4,C0044-B020,921,70.89,19,2024-05-13T10:32:00
Coimbatore-4,C0044-B021,757,63.8,4,2024-05-13T07:28:00
Coimbatore-4,C0044-B022,578,65.85,30,2024-05-13T15:06:00
Coimbatore-4,C0044-B023,361,66.29,17,2024-05-13T16:13:00
Coimbatore-4,C0044-B024,708,63.26,7,2024-05-13T13:13:00
Coimbatore-4,C0044-B025,645,73.31,12,2024-05-13T07:34:00
Coimbatore-4,C0044-B026,648,64.37,11,2024-05-13T17:51:00
Coimbatore-4,C0044-B027,571,66.02,29,2024-05-13T14:27:00
Coimbatore-4,C0044-B028,874,72.4,39,2024-05-13T14:19:00
Coimbatore-4,C0044-B029,987,74.38,28,2024-05-13T14:03:00
Coimbatore-4,C0044-B030,587,73.0,31,2024-05-13T09:28:00
Coimbatore-4,C0044-B031,566,64.36,8,2024-05-13T10:59:00
Coimbatore-4,C0044-B032,649,66.86,5,2024-05-13T07:19:00
Coimbatore-4,C0044-B033,643,63.7,11,2024-05-13T12:40:00
Coimbatore-4,C0044-B034,635,68.36,13,2024-05-13T17:08:00
Coimbatore-4,C0044-B035,733,71.14,36,2024-05-13T10:11:00
Madurai-1,C0045-B001,685,63.08,33,2024-05-13T15:29:00
Madurai-1,C0045-B002,460,51.53,17,2024-05-13T15:33:00
Madurai-1,C0045-B003,836,64.14,35,2024-05-13T17:48:00
Madurai-1,C0045-B004,798,64.73,42,2024-05-13T15:20:00
Madurai-1,C0045-B005,699,62.5,17,2024-05-13T15:42:00
Madurai-1,C0045-B006,604,59.68,5,2024-05-13T07:13:00
Madurai-1,C0045-B007,478,65.06,18,2024-05-13T16:04:00
Madurai-1,C0045-B008,512,49.82,20,2024-05-13T16:25:00
Madurai-1,C0045-B009,674,69.17,3,2024-05-13T14:54:00
Madurai-1,C0045-B010,569,61.88,20,2024-05-13T11:22:00
Madurai-1,C0045-B011,378,59.72,8,2024-05-13T07:44:00
Madurai-1,C0045-B012,505,53.79,4,2024-05-13T17:43:00
Madurai-1,C0045-B013,960,65.29,44,2024-05-13T15:34:00
Madurai-1,C0045-B014,642,61.07,35,2024-05-13T13:38:00
Madurai-1,C0045-B015,747,63.7,13,2024-05-13T08:04:00
Madurai-1,C0045-B016,1008,80.26,5,2024-05-13T07:13:00
Madurai-1,C0045-B017,790,62.25,28,2024-05-13T07:51:00
Madurai-1,C0045-B018,497,59.55,24,2024-05-13T11:34:00
Madurai-1,C0045-B019,560,62.12,6,2024-05-13T09:38:00
Madurai-1,C0045-B020,595,71.69,20,2024-05-13T14:56:00
Madurai-1,C0045-B021,973,75.25,50,2024-05-13T14:27:00
Madurai-1,C0045-B022,1044,80.89,60,2024-05-13T16:19:00
Madurai-1,C0045-B023,733,63.92,21,2024-05-13T16:39:00
Madurai-1,C0045-B024,751,58.32,7,2024-05-13T10:31:00
Madurai-1,C0045-B025,523,60.51,27,2024-05-13T11:55:00
Madurai-1,C0045-B026,394,55.35,5,2024-05-13T07:02:00
Madurai-1,C0045-B027,657,62.82,24,2024-05-13T10:01:00
Madurai-1,C0045-B028,613,60.34,34,2024-05-13T10:29:00
Madurai-1,C0045-B029,715,66.79,33,2024-05-13T12:48:00
Madurai-1,C0045-B030,704,53.0,20,2024-05-13T17:46:00
Madurai-1,C0045-B031,986,78.02,50,2024-05-13T09:19:00
Madurai-1,C0045-B032,884,62.49,45,2024-05-13T17:43:00
Madurai-1,C0045-B033,412,56.39,9,2024-05-13T12:31:00
Madurai-1,C0045-B034,836,72.19,44,2024-05-13T12:58:00
Madurai-1,C0045-B035,800,70.19,13,2024-05-13T13:51:00
Madurai-2,C0046-B001,917,67.39,41,2024-05-13T08:03:00
Madurai-2,C0046-B002,615,66.05,14,2024-05-13T14:09:00
Madurai-2,C0046-B003,1001,68.3,49,2024-05-13T11:48:00
Madurai-2,C0046-B004,787,70.42,38,2024-05-13T13:21:00
Madurai-2,C0046-B005,850,67.56,19,2024-05-13T17:44:00
Madurai-2,C0046-B006,494,74.42,13,2024-05-13T08:38:00
Madurai-2,C0046-B007,908,86.96,13,2024-05-13T13:01:00
Madurai-2,C0046-B008,993,69.84,39,2024-05-13T07:34:00
Madurai-2,C0046-B009,679,67.24,26,2024-05-13T13:13:00
Madurai-2,C0046-B010,722,61.19,13,2024-05-13T08:30:00
Madurai-2,C0046-B011,853,71.28,12,2024-05-13T16:36:00
Madurai-2,C0046-B012,946,64.01,18,2024-05-13T17:46:00
Madurai-2,C0046-B013,711,71.32,33,2024-05-13T10:16:00
Madurai-2,C0046-B014,744,67.95,33,2024-05-13T09:56:00
Madurai-2,C0046-B015,875,81.67,42,2024-05-13T15:21:00
Madurai-2,C0046-B016,662,77.01,38,2024-05-13T10:36:00
Madurai-2,C0046-B017,867,56.32,33,2024-05-13T09:59:00
Madurai-2,C0046-B018,688,72.93,26,2024-05-13T08:07:00
Madurai-2,C0046-B019,874,77.92,36,2024-05-13T08:55:00
Madurai-2,C0046-B020,748,67.24,4,2024-05-13T08:25:00
Madurai-2,C0046-B021,327,66.08,4,2024-05-13T14:24:00
Madurai-2,C0046-B022,634,67.3,8,2024-05-13T11:08:00
Madurai-2,C0046-B023,717,61.91,17,2024-05-13T13:45:00
Madurai-2,C0046-B024,1121,77.38,27,2024-05-13T11:00:00
Madurai-2,C0046-B025,1094,81.05,7,2024-05-13T13:39:00
Madurai-2,C0046-B026,653,66.8,35,2024-05-13T13:02:00
Madurai-2,C0046-B027,699,68.8,30,2024-05-13T13:45:00
Madurai-2,C0046-B028,600,75.96,10,2024-05-13T17:21:00
Madurai-2,C0046-B029,453,66.04,22,2024-05-13T08:46:00
Madurai-2,C0046-B030,854,63.37,41,2024-05-13T08:26:00
Madurai-2,C0046-B031,891,68.77,21,2024-05-13T09:33:00
Madurai-2,C0046-B032,760,69.08,44,2024-05-13T13:59:00
Madurai-2,C0046-B033,819,76.06,8,2024-05-13T10:36:00
Madurai-2,C0046-B034,800,74.03,25,2024-05-13T10:41:00
Madurai-2,C0046-B035,723,61.24,28,2024-05-13T17:44:00
Madurai-3,C0047-B001,598,57.9,35,2024-05-13T08:07:00
Madurai-3,C0047-B002,833,61.9,39,2024-05-13T12:53:00
Madurai-3,C0047-B003,453,61.77,16,2024-05-13T12:52:00
Madurai-3,C0047-B004,767,70.5,36,2024-05-13T08:05:00
Madurai-3,C0047-B005,607,60.19,15,2024-05-13T13:43:00
Madurai-3,C0047-B006,668,58.61,15,2024-05-13T11:17:00
Madurai-3,C0047-B007,886,60.62,23,2024-05-13T12:21:00
Madurai-3,C0047-B008,789,77.97,16,2024-05-13T15:24:00
Madurai-3,C0047-B009,533,53.53,3,2024-05-13T11:42:00
Madurai-3,C0047-B010,637,58.14,12,2024-05-13T16:48:00
Madurai-3,C0047-B011,552,60.24,14,2024-05-13T17:23:00
Madurai-3,C0047-B012,816,59.88,44,2024-05-13T10:00:00
Madurai-3,C0047-B013,674,53.11,28,2024-05-13T10:51:00
Madurai-3,C0047-B014,564,65.01,15,2024-05-13T09:04:00
Madurai-3,C0047-B015,670,61.78,39,2024-05-13T08:32:00
Madurai-3,C0047-B016,748,60.86,35,2024-05-13T08:14:00
Madurai-3,C0047-B017,558,46.61,33,2024-05-13T16:42:00
Madurai-3,C0047-B018,645,69.15,9,2024-05-13T12:30:00
Madurai-3,C0047-B019,690,57.87,15,2024-05-13T10:45:00
Madurai-3,C0047-B020,773,55.34,10,2024-05-13T15:41:00
Madurai-3,C0047-B021,714,58.49,37,2024-05-13T09:46:00
Madurai-3,C0047-B022,425,54.7,21,2024-05-13T15:30:00
Madurai-3,C0047-B023,858,59.82,20,2024-05-13T13:57:00
Madurai-3,C0047-B024,502,58.26,25,2024-05-13T10:54:00
Madurai-3,C0047-B025,445,60.41,9,2024-05-13T17:01:00
Madurai-3,C0047-B026,609,53.84,20,2024-05-13T16:54:00
Madurai-3,C0047-B027,639,57.86,20,2024-05-13T12:01:00
Madurai-3,C0047-B028,724,70.12,41,2024-05-13T09:52:00
Madurai-3,C0047-B029,744,65.42,39,2024-05-13T16:06:00
Madurai-3,C0047-B030,520,60.93,17,2024-05-13T09:32:00
Madurai-3,C0047-B031,335,60.36,6,2024-05-13T17:59:00
Madurai-3,C0047-B032,796,62.19,13,2024-05-13T17:41:00
Madurai-3,C0047-B033,853,60.41,21,2024-05-13T17:45:00
Madurai-3,C0047-B034,650,60.55,27,2024-05-13T16:09:00
Madurai-3,C0047-B035,412,54.33,16,2024-05-13T17:50:00
Madurai-4,C0048-B001,882,67.15,16,2024-05-13T17:30:00
Madurai-4,C0048-B002,613,62.47,11,2024-05-13T16:09:00
Madurai-4,C0048-B003,755,65.99,8,2024-05-13T07:04:00
Madurai-4,C0048-B004,706,69.44,33,2024-05-13T07:10:00
Madurai-4,C0048-B005,711,71.3,12,2024-05-13T12:09:00
Madurai-4,C0048-B006,619,63.17,29,2024-05-13T17:53:00
Madurai-4,C0048-B007,574,62.45,9,2024-05-13T08:30:00
Madurai-4,C0048-B008,928,72.78,39,2024-05-13T10:12:00
Madurai-4,C0048-B009,864,62.09,14,2024-05-13T11:07:00
Madurai-4,C0048-B010,785,64.92,6,2024-05-13T15:07:00
Madurai-4,C0048-B011,681,63.96,11,2024-05-13T15:43:00
Madurai-4,C0048-B012,617,72.05,7,2024-05-13T07:48:00
Madurai-4,C0048-B013,1298,83.74,61,2024-05-13T16:14:00
Madurai-4,C0048-B014,996,69.71,58,2024-05-13T14:19:00
Madurai-4,C0048-B015,856,83.04,19,2024-05-13T17:53:00
Madurai-4,C0048-B016,808,72.35,23,2024-05-13T12:08:00
Madurai-4,C0048-B017,712,89.11,5,2024-05-13T16:15:00
Madurai-4,C0048-B018,715,65.61,26,2024-05-13T07:08:00
Madurai-4,C0048-B019,739,61.72,11,2024-05-13T14:11:00
Madurai-4,C0048-B020,631,63.13,23,2024-05-13T14:16:00
Madurai-4,C0048-B021,684,65.07,6,2024-05-13T11:41:00
Madurai-4,C0048-B022,723,78.69,7,2024-05-13T13:39:00
Madurai-4,C0048-B023,829,70.26,26,2024-05-13T08:28:00
Madurai-4,C0048-B024,1026,70.92,35,2024-05-13T14:30:00
Madurai-4,C0048-B025,884,67.39,42,2024-05-13T09:44:00
Madurai-4,C0048-B026,838,65.6,40,2024-05-13T14:58:00
Madurai-4,C0048-B027,717,62.4,41,2024-05-13T15:55:00
Madurai-4,C0048-B028,598,67.49,14,2024-05-13T07:23:00
Madurai-4,C0048-B029,662,63.18,32,2024-05-13T17:03:00
Madurai-4,C0048-B030,791,64.46,15,2024-05-13T09:17:00
Madurai-4,C0048-B031,752,66.76,40,2024-05-13T14:01:00
Madurai-4,C0048-B032,679,63.49,4,2024-05-13T14:39:00
Madurai-4,C0048-B033,1120,74.61,22,2024-05-13T12:14:00
Madurai-4,C0048-B034,719,71.22,21,2024-05-13T13:38:00
Madurai-4,C0048-B035,470,52.96,25,2024-05-13T14:08:00
Trichy-1,C0049-B001,591,61.65,10,2024-05-13T10:56:00
Trichy-1,C0049-B002,750,51.82,23,2024-05-13T07:19:00
Trichy-1,C0049-B003,1010,67.79,17,2024-05-13T14:56:00
Trichy-1,C0049-B004,1075,75.02,29,2024-05-13T14:27:00
Trichy-1,C0049-B005,535,63.62,8,2024-05-13T14:37:00
Trichy-1,C0049-B006,456,54.54,9,2024-05-13T12:00:00
Trichy-1,C0049-B007,815,64.22,4,2024-05-13T12:55:00
